Marca temporal	Identidad de Género	Edad	Máximo nivel de formación	¿Qué carrera de grado estudiaste?	¿En qué tipo de universidad estudiaste tu carrera de grado?	País en el que trabajas	Provincia donde trabajas	Trabajo	Rubro de la empresa	¿Cuántos empleados tiene la empresa?	Origen del capital	¿Cuántas personas integran el área de RRHH?	¿En qué puesto trabajás?	Tipo de contratación	¿Cómo es tu jornada laboral?	¿Cuál es tu función principal en RRHH?	¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?)	¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año)	¿Hace cuántos años estás en tu puesto actual? (0 para menos de un año)	¿Cuántos años de experiencia tenés en RRHH?	¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones)	¿Qué beneficios tenés?	¿Recibís bonos?	¿Tuviste ajustes por inflación en 2021?	¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2021?	Mes del último ajuste	¿Trabajás en proyectos independientes además de tu empleo?	¿Qué sistema de gestión de RRHH usan en tu empresa?	¿Cómo se llama el área en tu empresa?	¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?	¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?	¿Qué tan satisfecho estás con tu empresa?	¿Estás buscando trabajo?	¿Qué beneficios te gustaría tener?	¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?	Definí a RRHH con una sola palabra	¿Te identificás como LGBTIQ+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?	En tu empresa puedes ser como realmente eres (por ej.: expresar abiertamente tu personalidad, tu identidad de género, orientación sexual, etc.).	¿Qué porcentaje aproximado del management de tu empresa son mujeres? (Entiéndase posiciones de Jefatura, de Gerencia, o de Dirección)	Es importante incorporar el lenguaje inclusivo en la organización.	¿Tenés alguna discapacidad?	¿En tu organización existe una línea segura o políticas definidas para actuar frente a situaciones de acoso o discriminación?	¿Sufriste alguna situación de acoso, abuso o de discriminación en algún trabajo?	¿Estás trabajando desde tu casa?	¿Cómo están planeando el regreso a las oficinas?	¿En qué mes está planificado el retorno de la mayoría de los empleados?	¿Cómo fue la decisión del esquema de teletrabajo a realizar?	Cantidad de días que se aplicará teletrabajo	Las nuevas contrataciones, ¿bajo qué modalidad ingresaron?	¿Qué tan satisfecho estás con la decisión de retornar a la oficina?	¿Cómo valorarías la gestión de tu empresa durante la pandemia del COVID?	¿Cómo estás registrado/a fiscalmente?	¿Hace cuántos años trabajás como freelance?	¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19)	¿Exportás tus servicios?	Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?	¿Aceptás pagos en cuotas?	¿Trabajás con otros freelancers de tu mismo rubro?	¿Tu servicio principal está relacionado con búsqueda y selección?	¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?	¿Trabajás a riesgo?	¿Cuál es el coeficiente que cobrás por tus servicios?	El coeficiente lo calculás sobre:	¿Ofrecés garantía?	¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere)	¿Cuál es el valor hora promedio que ofrecés? (moneda local)
22/10/2021 14:08:13	Hombre cis	36 - 40	Universitario completo	Administración de Empresas	Universidad Privada	Argentina	Santa Fe	Relación de Dependencia	Otros	251 - 500	Nacional	7	HRBP	Indeterminado	Full time	Compensaciones y beneficios	0	5	2	15	200000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Posgrados, Préstamos, Seguro de vida (adicionales a los de ley)	Menos de un sueldo	2 ajustes	30	Agosto	No	Tango	Gestión de Personas	No	20%	4	No,  pero escucho ofertas	Mayor flexibilidad horaria		Empatia	No	Ni de acuerdo ni en desacuerdo	20%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	No esta definido	De la empresa	1 día	Mixta	Muy instatisfecho	5															
22/10/2021 14:10:51	Hombre cis	36 - 40	Maestría completa	Psicología	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Medios de comunicación, cultura, gráficos	101 - 250	Nacional	4	Jefe	Monotributista	Full time	Generalista	3	0	0	11	120000	No tengo beneficios adicionales	No recibo bono	2 ajustes	32	Agosto	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Recursos Humanos	No	0%	2	Sí, activamente	mejor sueldo y prepaga, modalidad mixta	porque me divorcié	Socio	No	De acuerdo	70%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	Si	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	Diciembre 2021	No aplica	No aplica	Presencial	Muy instatisfecho	3															
22/10/2021 14:35:05	Mujer cis	36 - 40	Universitario abandonado	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	51 - 100	Nacional	1	Responsable	Indeterminado	Full time	Generalista	0	12	7	7	125000	Abono de celular, Préstamos, Seguro de vida (adicionales a los de ley)	Menos de un sueldo	No tuve ajustes	20	Enero	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	2	No,  pero escucho ofertas	Flexibilidad - Capacitatción - Medicina Prepaga - Idiomas			No	De acuerdo	90%	De acuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	No aplica / Prefiero no responder	4															
22/10/2021 14:45:12	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Mendoza	Relación de Dependencia	Alimentación, bebidas	2.501 - 5.000	Nacional	20	Analista	Temporada	Full time	Generalista	0	0	0	3	42.000	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos	No recibo bono	No tuve ajustes	0	Marzo	No	Meta4	Recursos Humanos	No	0%	3	Sí, activamente	Vacaciones extendidas, dias libres, idioma, gym, comedor, combustible	No me han hecho preguntas bizarras	Desarrollo	No	Ni de acuerdo ni en desacuerdo	30%	En desacuerdo	No tengo ninguna discapacidad	Si	Si	No	Presencial 100%	Ya volvimos 100%	De común acuerdo	No aplica	Presencial	Muy satisfecho	3															
22/10/2021 14:51:17	Mujer cis	25 - 30	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	51 - 100	Nacional	2	Analista	Indeterminado	Full time	Generalista	0	1	1	1	69000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office, Reintegro en electricidad	No recibo bono	No tuve ajustes	0	Enero	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Inglés, descuentos en gym, cuponera, bono	Qué animal serias y por que?	Transformación	No	Totalmente de acuerdo	30%	En desacuerdo	No tengo ninguna discapacidad	No	No	Si	Mixto	No esta definido	De la empresa	3 días	Teletrabajo	Algo satisfecho	5															
22/10/2021 16:07:24	Mujer cis	18 - 25	Universitario en curso	Administración de Empresas	Universidad Pública	Argentina	Mendoza	Relación de Dependencia	Tecnologías de información	101 - 250	Nacional	8	talent	Indeterminado	Full time	Reclutamiento y selección	0	1	1	0	85000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Gimnasio, Home office, Idiomas, Préstamos, Reintegros en capacitación	No recibo bono	3 o más ajustes	27	Julio	No	bizneo	Capital Humano	No	10%	4	No,  pero escucho ofertas	viernes flex	¿Te gusta el vino?	amor por las personas	No	Totalmente de acuerdo	20%	De acuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Mixto	No aplica	De común acuerdo	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	4															
22/10/2021 16:09:51	Mujer cis	25 - 30	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Freelance																																												Contractor	1	Casa	Si	Payoneer	No	No	Si	Si	No	1.5	Remuneración mensual del ingresante	3 meses		
22/10/2021 16:10:39	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	San Juan	Relación de Dependencia	Tecnologías de información	1 - 50	Multinacional	2	Director	Monotributista	Part time	Administración de personal	1	1	1	2	35000	Horarios flexibles, Home office	No recibo bono	3 o más ajustes	50	Julio	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	People	No		4	No,  pero escucho ofertas	Más días de vacaciones		Personas	No	De acuerdo	50%	En desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Mixto	No aplica	De común acuerdo	4 días	Mixta	Algo satisfecho	3															
22/10/2021 16:12:59	Hombre cis	31 - 35	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Tecnologías de información	1.001 - 2.500	Multinacional	70	HRBP	Indeterminado	Full time	Generalista	0	11	3	15	260000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Abono de internet, Home office, Seguro de vida (adicionales a los de ley)	No recibo bono	2 ajustes	40	Septiembre	No	Workday	Recursos Humanos	No	40%	3	No,  pero escucho ofertas	Gimnasio 100% bonificado. Reintegros 100% internet. Celular. Frutas. Snacks. 		Cercania	No	Totalmente de acuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	No esta definido	No aplica	3 días	Teletrabajo	Algo satisfecho	4															
22/10/2021 16:16:21	Hombre cis	36 - 40	Universitario en curso	Tecnologías de la Información	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios financieros seguros	501 - 1.000	Nacional	8	Supervisor	Indeterminado	Full time	Payroll / Liquidación de sueldos	6	15	7	15	325000	No tengo beneficios adicionales	Dos sueldos	3 o más ajustes	47	Octubre	No	Buxis	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Home Office		Contención	No	Ni de acuerdo ni en desacuerdo	40%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Noviembre 2021	De la empresa	No aplica	Presencial	Algo satisfecho	3															
22/10/2021 16:18:23	Mujer cis	31 - 35	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Santa Fe	Relación de Dependencia	Servicios de consultoría	101 - 250	Nacional	5	Analista	Indeterminado	Full time	Generalista	1	4	4	7	122000	Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Abono de internet, Frutas y snacks, Home office	Un sueldo	3 o más ajustes	20	Octubre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	5	No,  pero escucho ofertas	Pago en Dolares			No	Totalmente de acuerdo	10%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	Si	Si	Mixto	No esta definido	De la empresa	3 días	Teletrabajo	Algo satisfecho	5															
22/10/2021 16:28:30	Hombre cis	36 - 40	Universitario en curso	Ciencias de la Educacion	Universidad Pública	Argentina	San Luis	Relación de Dependencia	Alimentación, bebidas	501 - 1.000	Multinacional	4	Analista	Indeterminado	Full time	Administración de personal	2	0	0	12	105000	Medicina prepaga / Plan de salud, Comedor / Almuerzos	No recibo bono	1 solo	12	Octubre	No	SAP / SuccessFactors	Recursos Humanos	No	10%	2	Sí, activamente	Home Office, Capacitacion, Horarios Flexibles		Paciencia	No	Prefiero no responder	30%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Muy instatisfecho	2															
22/10/2021 16:31:38	Mujer cis	36 - 40	Maestría abandonada	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	10.001 o más	Nacional	100	Jefe	Indeterminado	Full time	Generalista	5	2	2	16	275000	Medicina prepaga / Plan de salud, reintegro guarderia	Dos sueldos	2 ajustes	25	Octubre	No	SAP / SuccessFactors	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Flexibilidad horaria, mas dias de vacaciones		Todoterreno	No	Totalmente de acuerdo	40%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	Ya volvimos 100%	De la empresa	2 días	Mixta	Algo satisfecho	5															
22/10/2021 16:33:50	Hombre cis	31 - 35	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Función pública	501 - 1.000	Nacional	40	Jefe	Indeterminado	Full time	Administración de personal	6	5	2	8	175000	Vacaciones extendidas, Licencias extendidas	Dos sueldos	2 ajustes	40	Abril	No	SAP / SuccessFactors	Capital Humano	No	0%	3	Sí, activamente	Home Office y posibilidades de traslado al exterior	Me tildaron de falta de ambición por decir que estaba cómodo en mi trabajo actual	Servicio	No	Ni de acuerdo ni en desacuerdo	50%	En desacuerdo	No tengo ninguna discapacidad	Si	Si	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	No esta definido	De la empresa	No aplica	No hubo ingresos	Muy instatisfecho	3															
22/10/2021 16:50:19	Mujer cis	36 - 40	Maestría completa	Psicología	Universidad Privada	Bolivia		Relación de Dependencia	Servicios de correos y de telecomunicaciones	2.501 - 5.000	Multinacional	40	Analista	Indeterminado	Full time	Reclutamiento y selección	0	8	3	10	10429	Medicina prepaga / Plan de salud, Abono de celular, Abono de internet, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Spotify / Netflix / Servicios de Streaming	No recibo bono	1 solo	4	Mayo	Si, en proyectos ad honorem	Workday	Recursos Humanos	No	40%	5	No estoy buscando cambiar	Seguir con home office	Si pienso tener más hijos 	Talento	No	Totalmente de acuerdo	30%	De acuerdo	No tengo ninguna discapacidad	Si	Si	Si	En evaluación	Marzo 2022 en adelante	De la empresa	5 días	Teletrabajo	Algo insatisfecho	5															
22/10/2021 17:01:53	Mujer cis	36 - 40	Terciario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Freelance																																												Monotributista	1	Casa	Si	Western Union	No	Si	Si	Si	Si	20	Remuneración mensual del ingresante	No ofrezco garantía		
22/10/2021 17:03:12	Hombre cis	36 - 40	Universitario abandonado	Psicología	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Otros	1 - 50	Nacional	1	Gerente	Indeterminado	Full time	Generalista	0	0	0	15	210000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office, Idiomas	Tres sueldos o más	2 ajustes	25	Junio	No	No tenemos sistema de gestión	Capital Humano	Si	20%	4	No estoy buscando cambiar	Sueldo dolarizado	Profundizar en temas personales (no asociados en absoluto a lo personal. Ej: ¿Qué caracterisiticas valoras de tu pareja?)	Nexo	No	De acuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Diciembre 2021	De común acuerdo	2 días	Teletrabajo	Muy satisfecho	4															
22/10/2021 17:12:50	Mujer cis	36 - 40	Diplomado de posgrado en curso	Lic. en Relaciones Públicas	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Alimentación, bebidas	2.501 - 5.000	Multinacional	154	Analista	Plazo Fijo	Full time	Comunicación interna	0	10	4	1	170000	Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks	Menos de un sueldo	2 ajustes	27	Agosto	No	Nexus	Capital Humano	Si	0%	2	Sí, activamente	Modalidad híbrida, descuentos importantes para comprar alimentos.	no recuerdo.	obsoleto 	No	Totalmente de acuerdo	10%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	agresión verbal.	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De la empresa	1 día	Mixta	Muy instatisfecho	5															
22/10/2021 17:15:43	Mujer cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	51 - 100	Nacional	4	Analista	Indeterminado	Full time	Generalista	1	2	2	4	80.000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Posgrados, Reintegros en capacitación	No recibo bono	2 ajustes	23	Julio	No	HC Work	Talento Humano	No	30%	4	No,  pero escucho ofertas	hoy mi empresa cubre todas las necesidades por el momento.	Como se llamaba el CEO de la multinacional en la que trabajaba. 	puente	Prefiero no responder	Ni de acuerdo ni en desacuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De la empresa	A elección de cada empleado	Mixta	Muy satisfecho	5															
22/10/2021 17:24:18	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Bancos, banca online	1 - 50	Multinacional	1	HRBP	Indeterminado	Full time	Capacitación y desarrollo	0	2	2	8	199000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Comedor / Almuerzos, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad	Un sueldo	2 ajustes	33	Octubre	No	Oracle HCM																																						
22/10/2021 17:27:55	Hombre cis	31 - 35	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Freelance																																												Monotributista	1	Casa	Si	PayPal	Si, eventualmente	Si	Si	Si	Si	30	Remuneración mensual del ingresante	1 mes		
22/10/2021 18:05:49	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	San Juan	Relación de Dependencia	Minería	51 - 100	Nacional	1	Responsable	Eventual	Full time	Administración de personal	0	0	0	0	63250	Medicina prepaga / Plan de salud, Comedor / Almuerzos	No recibo bono	1 solo	15	Julio	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	2	No,  pero escucho ofertas	obra social, horarios flexibles, pago de horas extras		Núcleo																														
22/10/2021 18:17:39	Mujer cis	18 - 25	Universitario completo	Psicología	Universidad Pública	Bolivia		Relación de Dependencia	Tecnologías de información	1 - 50	Multinacional	2	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	4	4000	Home office, Idiomas	No recibo bono	No tuve ajustes	0	Septiembre	Si, en emprendimiento relacionado con RRHH	OrangeHR.  y estamos viendo de usar otro mejor 	Adquisión de Talento 	Si	50%	4	No estoy buscando cambiar	Costeo de pasajes y viaticos cuando toca viajar a la sede de empresa (otra provincia) 	¿Cuántos seguidores tenés en LinkedIn? y cómo lo conseguiste... jajajaja osea, yo sé que como reclutador es importante, pero eso se puede averiguar por sí mismo, y lo peor! me preguntó cuánto porcentaje de seguidores IT tenía. jajaj menos mal ya no estoy en esa empresa. 	my code 	No	De acuerdo	0%	De acuerdo	No tengo ninguna discapacidad	No	Si	Si	Mixto	No esta definido	No aplica	No aplica	Prefiero no responder	No aplica / Prefiero no responder	4															
22/10/2021 18:18:46	Hombre cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	San Juan	Relación de Dependencia	Alimentación, bebidas	501 - 1.000	Multinacional	5	Analista	Temporada	Full time	Administración de RRHH, Comunicación Interna, Rexlutamientl dr Selección, Relaciones Laborales y RSE	0	2	2	4	47000	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Home office	No recibo bono	No tuve ajustes	25	Enero	Si, en proyectos ad honorem	Meta4 y enlatado propio	Recursos Humanos	No		5	Sí, activamente	Prepaga, venta al personal, bono de formación		Humanidad	Si	Totalmente de acuerdo	40%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	No	Mixto	No aplica	De común acuerdo	A elección de cada empleado	Mixta	Muy satisfecho	5															
22/10/2021 18:54:01	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Otros	10.001 o más	Multinacional	20	Analista	Indeterminado	Full time	Reclutamiento y selección	0	2	0	6	80000	Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Home office	No recibo bono	3 o más ajustes	36	Octubre	Si, en proyectos ad honorem	Enlatado propio	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Horario flexible, dias habiles de vocaciones 		Inhumanos	No	Ni de acuerdo ni en desacuerdo	30%	De acuerdo	No tengo ninguna discapacidad	No se	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Noviembre 2021	De común acuerdo	1 día	Presencial	Algo insatisfecho	3															
22/10/2021 19:10:47	Mujer cis	31 - 35	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	1.001 - 2.500	Multinacional	20	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	3	4	138000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley)	Un sueldo	2 ajustes	32	Octubre	No	Oracle HCM	Talento Humano	Si	90%	4	No,  pero escucho ofertas	Alimentos / comida		Transformación	No	Totalmente de acuerdo	40%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Marzo 2022 en adelante	De la empresa	2 días	Prefiero no responder	Algo insatisfecho	4															
22/10/2021 19:47:56	Mujer cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	251 - 500	Multinacional	17	Analista	Indeterminado	Full time	Compensaciones y beneficios	0	3	3	5	134000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Préstamos, Reintegros en capacitación	Un sueldo	2 ajustes	30	Junio	No	Bamboo HR	Recursos Humanos	Si	60%	4	No,  pero escucho ofertas	Ubicación flexible	N/A	Gestión 	No	De acuerdo	30%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	Si	Mixto	No esta definido	De la empresa	A elección de cada empleado	No hubo ingresos	Algo insatisfecho	3															
22/10/2021 20:12:54	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	251 - 500	Multinacional	7	Analista	Indeterminado	Full time	Reclutamiento y selección	0	2	10	10	170000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Idiomas	Menos de un sueldo	3 o más ajustes	50	Octubre	No	No tenemos sistema de gestión	Recursos Humanos	Si	30%	3	No,  pero escucho ofertas	descuentos en gimnasios, bonificación para compra de supermecados/pedidos ya	no, no me hicieron preguntas bizarras.	Nexo	No	De acuerdo	50%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No se	No	Si	En evaluación	No esta definido	No aplica	No aplica	Mixta	No aplica / Prefiero no responder	3															
