Conference	Year	Paper Title	Paper DOI	Link	First page	Last page	Paper type: C=conference paper, J = journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)	Abstract	Author Names	Author Affiliation	References	Author Keywords	Experimental: OCRd Author Affiliations
Vis	1991	Realistic volume imaging	10.1109/VISUAL.1991.175805	http://dx.doi.org/10.1109/VISUAL.1991.175805	226	231, 425	C		Roni Yagel;Arie E. Kaufman;Qiang Zhang	Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA|c|;;			State University of New York at Stony Brook Stony Brook##State University of New York at Stony Brook Stony Brook##State University of New York at Stony Brook Stony Brook
Vis	1991	A fast ray tracing casting algorithm using adaptive isotriangular subdivision	10.1109/VISUAL.1991.175806	http://dx.doi.org/10.1109/VISUAL.1991.175806	232	238, 426	C		Renben Shu;Alan Liu	Inst. of Syst. Sci., Nat. Univ. of Singapore, Kent Ridge, Singapore|c|;			National University of Singapore Kent Ridge##National University of Singapore Kent Ridge
Vis	1991	NetV: an experimental network-based volume visualization system	10.1109/VISUAL.1991.175807	http://dx.doi.org/10.1109/VISUAL.1991.175807	239	245	C		T. Todd Elvins;David R. Nadeau	San Diego Supercomput. Center, Adv. Sci. Visualization Lab., CA, USA|c|;	10.1109/VISUAL.1990.146362;10.1109/VISUAL.1990.146397;10.1109/VISUAL.1990.146382;10.1109/VISUAL.1991.175814		San Diego Supercomput. Center, Adv. Sci. Visualization Lab., CA, USA|c|;
Vis	1991	Interactive data exploration with a supercomputer	10.1109/VISUAL.1991.175809	http://dx.doi.org/10.1109/VISUAL.1991.175809	248	254	C		Stuart Smith;Georges G. Grinstein;R. Daniel Bergeron	Dept. of Comput. Sci., Lowell Univ., MA, USA|c|;;			University of Lowell Lowell##University of Lowell Lowell##University of Lowell Lowell
Vis	1991	Run-time visualization of program data	10.1109/VISUAL.1991.175810	http://dx.doi.org/10.1109/VISUAL.1991.175810	255	261	C		Allan Tuchman;David Jablonowski;George Cybenko	Center for Supercomput. Res. & Dev., Illinois Univ., Urbana, IL, USA|c|;;			University of Illinois at Urbana-Champaign Urbana##University of Illinois at Urbana-Champaign Urbana##University of Illinois at Urbana-Champaign Urbana
Vis	1991	A scientific visualization synthesizer	10.1109/VISUAL.1991.175811	http://dx.doi.org/10.1109/VISUAL.1991.175811	262	267	C		Roger Crawfis;M. J. Allison	Lawrence Livermore Nat. Lab., CA, USA|c|;			Lawrence Livermore National Laboratory Livermore##Lawrence Livermore National Laboratory Livermore
Vis	1991	Integration of visualization and scientific calculation in a software system	10.1109/VISUAL.1991.175812	http://dx.doi.org/10.1109/VISUAL.1991.175812	268	274, 428	C		Ulrich Lang;Ruth E. Lang;Roland Rühle	Stuttgart Univ. Comput. Center, Germany|c|;;			University of Stuttgart Computer Center##University of Stuttgart Computer Center##University of Stuttgart Computer Center
Vis	1991	Image handling in a multi-vendor environment	10.1109/VISUAL.1991.175814	http://dx.doi.org/10.1109/VISUAL.1991.175814	276	283	C		David R. Nadeau;T. Todd Elvins;Michael J. Bailey	San Diego Supercomput. Center, CA, USA|c|;;	10.1109/VISUAL.1991.175807		San Diego Supercomput. Center, CA, USA|c|;;
Vis	1991	Tree-maps: a space-filling approach to the visualization of hierarchical information structures	10.1109/VISUAL.1991.175815	http://dx.doi.org/10.1109/VISUAL.1991.175815	284	291	C		Brian Johnson;Ben Shneiderman	Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|c|;			Laboratory University of Maryland##Laboratory University of Maryland##Laboratory University of Maryland
Vis	1991	How shall we connect our software tools?	10.1109/VISUAL.1991.175816	http://dx.doi.org/10.1109/VISUAL.1991.175816	292	296	C		Eric Grosse	AT&T Bell Lab., Murray Hill, NJ, USA|c|			AT&T Bell Laboratories Murray Hill
Vis	1991	A data model for scientific visualization with provisions for regular and irregular grids	10.1109/VISUAL.1991.175818	http://dx.doi.org/10.1109/VISUAL.1991.175818	298	305	C		Robert B. Haber;Bruce Lucas;Nancy S. Collins	Dept. of Theor. & Appl. Mech., Illinois Univ., Urbana, IL, USA|c|;;			Dept. of Theor. & Appl. Mech., Illinois Univ., Urbana, IL, USA|c|;;
Vis	1991	Cooperative, computer-aided design of scientific visualizations	10.1109/VISUAL.1991.175819	http://dx.doi.org/10.1109/VISUAL.1991.175819	306	313, 430	C		Sandeep Kochhar;Mark Friedell;Mark Vincent LaPolla	Harvard Univ., Cambridge, MA, USA|c|;;		Grammar-directed design, cooperative design and modeling, design automation, human-computer interaction, automated design of graphical displays	Harvard University##Harvard University##Harvard University
Vis	1991	Deixis and the future of visualization excellence	10.1109/VISUAL.1991.175820	http://dx.doi.org/10.1109/VISUAL.1991.175820	314	320, 431	C		William C. Hill;James D. Hollan	;			
Vis	1991	Visualizing the fourth dimension using geometry and light	10.1109/VISUAL.1991.175821	http://dx.doi.org/10.1109/VISUAL.1991.175821	321	328, 432	C		Andrew J. Hanson;Pheng-Ann Heng	Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA|c|;	10.1109/VISUAL.1990.146370		Indiana University Bloomington##Indiana University Bloomington
Vis	1991	Applying 3D visualization techniques to finite element analysis	10.1109/VISUAL.1991.175823	http://dx.doi.org/10.1109/VISUAL.1991.175823	330	335	M		Richard S. Gallagher;Robert B. Haber;Gordon Ferguson;David Parker;Douglas W. Stillman;James Winget	;;;;;			
Vis	1991	Color vs. black-and-white in visualization	10.1109/VISUAL.1991.175824	http://dx.doi.org/10.1109/VISUAL.1991.175824	336	339	M		Haim Levkowitz;Richard A. Holub;Gary W. Meyer;Philip K. Robertson	Inst. for Visualization & Perception Res., Lowell Univ., MA, USA|c|;;;			Inst. for Visualization & Perception Res., Lowell Univ., MA, USA|c|;;;
Vis	1991	Remote visualization: challenges and opportunities	10.1109/VISUAL.1991.175825	http://dx.doi.org/10.1109/VISUAL.1991.175825	340	344	M		Guru M. Parulkar;Jack Bowie;Hans-Werner Braun;Roch Guerin;Daniel Stevenson	Washington Univ., St. Louis, WA|c|;;;;			Washington Univ., St. Louis, WA|c|;;;;
Vis	1991	How visualization applications drive tool selection: one product can't do it all	10.1109/VISUAL.1991.175826	http://dx.doi.org/10.1109/VISUAL.1991.175826	345	347	M		D. Prawel;M. Brown;C. Harris;R. Kriz;M. Vigil	;;;;			
Vis	1991	Multimedia environments for scientists	10.1109/VISUAL.1991.175827	http://dx.doi.org/10.1109/VISUAL.1991.175827	348	353	M		Meera M. Blattner;Georges Grinstein;Ephraim P. Glinert;William Hill;Creon Levit;Stuart Smith	;;;;;			
Vis	1991	Volume visualization comes of age: the state of the art in technology and application	10.1109/VISUAL.1991.175828	http://dx.doi.org/10.1109/VISUAL.1991.175828	354	357	M		Vincent Argiro;Mary Whitton;Alan Evans;Wulf Massell;Stephen Paddock;Elliot Fishman	;;;;;			
Vis	1991	Visualisation tools for semiconductor modelling software	10.1109/VISUAL.1991.175830	http://dx.doi.org/10.1109/VISUAL.1991.175830	360	363, 433	C		Duncan Stevenson	CSIRO, Canberra, ACT, Australia|c|			CSIRO Division of Information Technology GPO
Vis	1991	Visualizing chemical kinetics in fractal domains	10.1109/VISUAL.1991.175831	http://dx.doi.org/10.1109/VISUAL.1991.175831	364	367, 434	C		Neal E. Hurlburt;Lola W. Anacker;Raoul Kopelman	Lockheed Palo Alto Res. Lab., CA, USA|c|;;			NASA Ames Chemistry##NASA Ames Chemistry##NASA Ames Chemistry
Vis	1991	Multidimensional real time visualization on personal computers	10.1109/VISUAL.1991.175832	http://dx.doi.org/10.1109/VISUAL.1991.175832	368	371	C		Quentin E. Dolecek	Johns Hopkins Univ., Laurel, MD, USA|c|			Johns Hopkins University Laurel
Vis	1991	Advanced visualization on desktop workstations	10.1109/VISUAL.1991.175833	http://dx.doi.org/10.1109/VISUAL.1991.175833	372	378, 435	C		Steve M. Legensky	Intelligent Light, Fair Lawn, NJ, USA|c|			Intelligent Light
Vis	1991	Distributed visualization using workstations, supercomputers, and high speed networks	10.1109/VISUAL.1991.175834	http://dx.doi.org/10.1109/VISUAL.1991.175834	379	382	C		David W. Robertson;V. L. Jacobson;William E. Johnston;S. C. Loken;E. H. Theil;B. L. Tieney	Lawrence Berkeley Lab., California Univ., Berkeley, CA, USA|c|;;;;;			University of California##University of California##University of California##University of California##University of California##University of California
Vis	1991	Designing a distributed scientific visualization tool	10.1109/VISUAL.1991.175835	http://dx.doi.org/10.1109/VISUAL.1991.175835	383	386	C		L. van der Sluis				Technology Applications, Inc
Vis	1991	Experiments with interdisciplinary projects and scientific visualization applications at the undergraduate level	10.1109/VISUAL.1991.175836	http://dx.doi.org/10.1109/VISUAL.1991.175836	387	391	C		Nan C. Schaller	Dept. of Comput. Sci., Rochester Inst. of Technol., NY, USA|c|			Dept. of Comput. Sci., Rochester Inst. of Technol., NY, USA|c|
Vis	1991	Visualization in computational fluid dynamics: a case study	10.1109/VISUAL.1991.175837	http://dx.doi.org/10.1109/VISUAL.1991.175837	392	397, 436	C		Robert Haimes;David L. Darmofal	Dept. of Aeronaut. & Astronaut, MIT, Cambridge, MA, USA|c|;			Massachusetts Institute of Technology##Massachusetts Institute of Technology
Vis	1991	Visualizing environmental data for program decision support	10.1109/VISUAL.1991.175838	http://dx.doi.org/10.1109/VISUAL.1991.175838	398	404	C		J. Burnetti;R. Manley;W. Mitchell;D. Varnadore	Mitre Corp., McLean, VA, USA|c|;;;			Mitre Corp., McLean, VA, USA|c|;;;
Vis	1992	Visualizing a three dimensional hydrodynamic model	10.1109/VISUAL.1992.235173	http://dx.doi.org/10.1109/VISUAL.1992.235173	441	445	C		C. S. Jones;J. A. Baca	USACE Waterways Exp. Station, Vicksburg, MS, USA|c|;			USACE Waterways Exp. Station, Vicksburg, MS, USA|c|;
Vis	1992	Case study: visualizing classical problems in CFD	10.1109/VISUAL.1992.235174	http://dx.doi.org/10.1109/VISUAL.1992.235174	436	440	C		Norman J. Zabusky;Deborah Silver	Rutgers Univ., Piscataway, NJ, USA|c|;	10.1109/VISUAL.1991.175770;10.1109/VISUAL.1991.175773		CAIP Rutgers University Rut gers University Piscataway##CAIP Rutgers University Rut gers University Piscataway
Vis	1992	Visualization requirements in the atmospheric and environmental sciences (five case study reports)	10.1109/VISUAL.1992.235175	http://dx.doi.org/10.1109/VISUAL.1992.235175	428	435	C		Theresa-Marie Rhyne;Mark Bolstad;Penny Rheingans;Lynne Petterson;Walter Shackelford;Mike E. Botts;E. Pepke;K. W. Johnson;William L. Hibbard;Charles R. Dyer;Brian E. Paul;Lloyd Treinish	;;;;;;;;;;;	10.1109/VISUAL.1992.235215		U.S. EPA Scientific Visualization Center NASA Marshall Space Flight Center Florida State University University of Wisconsin at Madison IBM T J. Watson Research Center
Vis	1992	Visualizing seafloor structures with satellite gravity measurements	10.1109/VISUAL.1992.235176	http://dx.doi.org/10.1109/VISUAL.1992.235176	424	427	C		J. McLeod;C. Small	San Diego Supercomput. Center, CA, USA|c|;			San Diego Supercomput. Center, CA, USA|c|;
Vis	1992	The microscopist's workstation	10.1109/VISUAL.1992.235177	http://dx.doi.org/10.1109/VISUAL.1992.235177	419	423	C		Philip J. Mercurio;T. Todd Elvins;Stephen J. Young	San Diego Supercomput. Center, CA, USA|c|;;	10.1109/VISUAL.1991.175807		San Diego Supercomput. Center, CA, USA|c|;;
Vis	1992	Visualization of cardiac bioelectricity-a case study	10.1109/VISUAL.1992.235178	http://dx.doi.org/10.1109/VISUAL.1992.235178	411	418	C		Robert S. MacLeod;N. E. Harrison;Christopher R. Johnson 0001;Michael A. Matheson	Utah Univ., Salt Lake City, UT, USA|c|;;			University of Utah##University of Utah##University of Utah##University of Utah##University of Utah##University of Utah##University of Utah
Vis	1992	Visualization in anthropology: reconstruction of human fossils from multiple pieces	10.1109/VISUAL.1992.235179	http://dx.doi.org/10.1109/VISUAL.1992.235179	404	410	C		Alan D. Kalvin;David Dean;Jean-Jaques Hublin;M. Braun	IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|c|;;;			The City University of New York######IBM T.J. Watson Research Center
Vis	1992	Visualization of neutron scattering data using AVS	10.1109/VISUAL.1992.235180	http://dx.doi.org/10.1109/VISUAL.1992.235180	398	403	C		R. Popovic	Rutherford Appleton Lab., Didcot, UK|c|	10.1109/VISUAL.1991.175830		Rutherford Appleton Laboratory Chilton
Vis	1992	Visualizing the Universe	10.1109/VISUAL.1992.235181	http://dx.doi.org/10.1109/VISUAL.1992.235181	390	397	C		M. J. Geller;E. E. Flaco;D. G. Fabricant;B. Estus	Harvard-Smithsonian Center for Astrophys., Cambridge, MA, USA|c|;;;			Har var d-Smi t hsonian Cent er for Astrophysics Cambridge##Har var d-Smi t hsonian Cent er for Astrophysics Cambridge##Har var d-Smi t hsonian Cent er for Astrophysics Cambridge##Har var d-Smi t hsonian Cent er for Astrophysics Cambridge
Vis	1992	Object-oriented, dataflow visualization system-a paradigm shift?	10.1109/VISUAL.1992.235182	http://dx.doi.org/10.1109/VISUAL.1992.235182	384	388	M		William Ribarsky;Bob Brown;Terry Myerson;Richard Feldmann;Stuart Smith;Lloyd Treinish	;;;;;			
Vis	1992	Visualization in the neurosciences: utility in research, teaching, and clinical practice	10.1109/VISUAL.1992.235183	http://dx.doi.org/10.1109/VISUAL.1992.235183	380	383	M		Stuart A. Tobet;Joan C. King;Steven L. Wertheim;Frank H. Duffy	E.K. Shriver Center, Harvard Program in Neurosci., Boston, MA, USA|c|;;;			E.K. Shriver Center, Harvard Program in Neurosci., Boston, MA, USA|c|;;;
Vis	1992	Real virtual environment applications-now	10.1109/VISUAL.1992.235184	http://dx.doi.org/10.1109/VISUAL.1992.235184	375	379	M		Paul T. Breen;Georges G. Grinstein;David W. Mizell;Richard M. Satava;Bradford Smith;Michael M. Stephens;David Zeltzer				
Vis	1992	Improving visualization: theoretical and empirical foundations	10.1109/VISUAL.1992.235185	http://dx.doi.org/10.1109/VISUAL.1992.235185	372	374	M		Stephen M. Kosslyn;Nahum D. Gershon;Haim Levkowitz;Justin D. Pearlman	Dept. of Psychol., Harvard Univ., Cambridge, MA, USA|c|;;;			Dept. of Psychol., Harvard Univ., Cambridge, MA, USA|c|;;;
Vis	1992	Grand challenge problems in visualization software	10.1109/VISUAL.1992.235186	http://dx.doi.org/10.1109/VISUAL.1992.235186	366	371	M		Lloyd A. Treinish;David M. Butler;Hikmet Senay;Georges G. Grinstein;Steve T. Bryson	IBM Thomas. J. Watson Res. Center, Yorktown Heights, NY, USA|c|;;;;			IBM Thomas. J. Watson Res. Center, Yorktown Heights, NY, USA|c|;;;;
Vis	1992	Techniques for managing very large scientific databases	10.1109/VISUAL.1992.235187	http://dx.doi.org/10.1109/VISUAL.1992.235187	362	365	M		William J. Campbell;George Fekete;Robert F. Cromp;Ray Wall;Michael Goldberg	;;;;			
Vis	1992	Visualizing n-dimensional implications of two-dimensional design decisions	10.1109/VISUAL.1992.235188	http://dx.doi.org/10.1109/VISUAL.1992.235188	356	360	C		Stephen M. Ervin	Dept. of Landscape Archit., Harvard Univ., Graduate Sch. of Design, Cambridge, MA, USA|c|			Harvard University
Vis	1992	Interactive terrain rendering and volume visualization on the Princeton Engine	10.1109/VISUAL.1992.235189	http://dx.doi.org/10.1109/VISUAL.1992.235189	349	355	C		James T. Kaba;J. Matey;Gordon Stoll;Herb Taylor;Pat Hanrahan	David Sarnoff Res. Center, Princeton, NJ, USA|c|;;;;	10.1109/VISUAL.1991.175778;10.1109/VISUAL.1991.175777;10.1109/VISUAL.1991.175805		Princeton University##Princeton University##Princeton University##Princeton University##Princeton University
Vis	1992	A voxel-based, forward projection algorithm for rendering surface and volumetric data	10.1109/VISUAL.1992.235190	http://dx.doi.org/10.1109/VISUAL.1992.235190	340	348	C		John R. Wright;Julia C. Hsieh	Hughes Training Inc., West Covina, CA, USA|c|;			Hughes Training, Inc. West Covina##Hughes Training, Inc. West Covina
Vis	1992	Optimizing triangulations by curvature equalization	10.1109/VISUAL.1992.235191	http://dx.doi.org/10.1109/VISUAL.1992.235191	333	339	C		Lori L. Scarlatos;Theodosios Pavlidis	Grumman Data Systems, Woodbury, NY, USA|c|;			Grumman Data Systems, Woodbury, NY, USA|c|;
Vis	1992	Visualization of high resolution, three-dimensional, nonlinear finite element analyses	10.1109/VISUAL.1992.235192	http://dx.doi.org/10.1109/VISUAL.1992.235192	324	331	C		Mark A. Christon;T. Spelce	Lawrence Livermore Nat. Lab., CA, USA|c|;			Lawrence Livermore National Laboratory##Lawrence Livermore National Laboratory
Vis	1992	Visualization of second order tensor fields and matrix data	10.1109/VISUAL.1992.235193	http://dx.doi.org/10.1109/VISUAL.1992.235193	316	323	C		Thierry Delmarcelle;Lambertus Hesselink	Stanford Univ., CA, USA|c|;	10.1109/VISUAL.1990.146373;10.1109/VISUAL.1990.146359;10.1109/VISUAL.1991.175789;10.1109/VISUAL.1991.175773		Stanford University Stanford
Vis	1992	Volume warping	10.1109/VISUAL.1992.235194	http://dx.doi.org/10.1109/VISUAL.1992.235194	308	315	C		T. J. True;J. F. Hughes	Digital Equipment Corp., Maynard, MA, USA|c|;			Digital Equipment Corporation Maynard
Vis	1992	Network video device control	10.1109/VISUAL.1992.235195	http://dx.doi.org/10.1109/VISUAL.1992.235195	299	306	C		David R. Nadeau;Michael J. Bailey	Adv. Sci. Visualization Lab., San Diego, CA, USA|c|;	10.1109/VISUAL.1991.175814		Adv. Sci. Visualization Lab., San Diego, CA, USA|c|;
Vis	1992	Virtual spacetime: an environment for the visualization of curved spacetimes via geodesic flows	10.1109/VISUAL.1992.235196	http://dx.doi.org/10.1109/VISUAL.1992.235196	291	298	C		Steve Bryson	NASA Ames Res. Center, Moffett Field, CA, USA|c|	10.1109/VISUAL.1991.175771		NASA Ames Res. Center, Moffett Field, CA, USA|c|
Vis	1992	Automated design of virtual worlds for visualizing multivariate relations	10.1109/VISUAL.1992.235197	http://dx.doi.org/10.1109/VISUAL.1992.235197	283	290	C		Clifford Beshers;Steven K. Feiner	Dept. of Comput. Sci., Columbia Univ., New York, NY, USA|c|;	10.1109/VISUAL.1991.175819		Columbia University New York##Columbia University New York
Vis	1992	Visualization for the document space	10.1109/VISUAL.1992.235198	http://dx.doi.org/10.1109/VISUAL.1992.235198	274	281	C		X. Lin	Center for Comput. Legal Res., Pace Univ., White Plains, NY, USA|c|			Center for Computerized Legal Research Pace University White Plains
Vis	1992	Visualization of fuzzy data using generalized animation	10.1109/VISUAL.1992.235199	http://dx.doi.org/10.1109/VISUAL.1992.235199	268	273	C		Nahum D. Gershon	Mitre Corp., McLean, VA, USA|c|			The MITRE Corporation
