Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Award
InfoVis,2002,Arc diagrams: visualizing structure in strings,10.1109/INFVIS.2002.1173155,http://dx.doi.org/10.1109/INFVIS.2002.1173155,110,116,C,"This paper introduces a new visualization method, the arc diagram, which is capable of representing complex patterns of repetition in string data. Arc diagrams improve over previous methods such as dotplots because they scale efficiently for strings that contain many instances of the same subsequence. This paper describes design and implementation issues related to arc diagrams and shows how they may be applied to visualize such diverse data as music, text, and compiled code.",Martin Wattenberg,M. Wattenberg,"IBM Res., Cambridge, MA, USA",10.1109/INFVIS.1995.528685;10.1109/VISUAL.1993.398883,"string, sequence, visualization, arc diagram, music, text, code",351,76,11,
InfoVis,2002,Interactive information visualization of a million items,10.1109/INFVIS.2002.1173156,http://dx.doi.org/10.1109/INFVIS.2002.1173156,117,124,C,"Existing information visualization techniques are usually limited to the display of a few thousand items. This article describes new interactive techniques capable of handling a million items (effectively visible and manageable on screen). We evaluate the use of hardware-based techniques available with newer graphics cards, as well as new animation techniques and non-standard graphical features such as stereovision and overlap count. These techniques have been applied to two popular information visualizations: treemaps and scatter plot diagrams; but are generic enough to be applied to other 2D representations as well.",Jean-Daniel Fekete;Catherine Plaisant,J.-D. Fekete;C. Plaisant,"Human Comput. Interaction Lab., Maryland Univ., Baltimore, MD, USA;Human Comput. Interaction Lab., Maryland Univ., Baltimore, MD, USA",10.1109/INFVIS.2001.963274;10.1109/VISUAL.1991.175815;10.1109/INFVIS.2001.963279;10.1109/INFVIS.1995.528685;10.1109/VISUAL.1996.567774,,359,79,25,
InfoVis,2002,Angular brushing of extended parallel coordinates,10.1109/INFVIS.2002.1173157,http://dx.doi.org/10.1109/INFVIS.2002.1173157,127,130,C,"In this paper we present angular brushing for parallel coordinates (PC) as a new approach to highlighting rational data-properties, i.e., features which - in a non-separable way - depend on two data dimensions. We also demonstrate smooth brushing as an intuitive tool for specifying nonbinary degree-of-interest functions (for focus+context visualization). We also briefly describe our implementation as well as its application to the visualization of CFD data.",Helwig Hauser;Florian Ledermann;Helmut Doleisch,H. Hauser;F. Ledermann;H. Doleisch,"VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria",10.1109/INFVIS.1996.559216;10.1109/VISUAL.2000.885739;10.1109/VISUAL.1994.346302;10.1109/VISUAL.1995.485139;10.1109/VISUAL.1990.146402,"information visualization, parallel coordinates, brushing, linear correlations, focus+context visualization",322,93,11,
InfoVis,2002,Multiple foci drill-down through tuple and attribute aggregation polyarchies in tabular data,10.1109/INFVIS.2002.1173158,http://dx.doi.org/10.1109/INFVIS.2002.1173158,131,134,C,"Information analysis often involves decomposing data into sub-groups to allow for comparison and identification of relationships. Breakdown Visualization provides a mechanism to support this analysis through user guided drill-down of polyarchical metadata. This metadata describes multiple hierarchical structures for organizing tuple aggregations and table attributes. This structure is seen in financial data, organizational structures, sport statistics, and other domains. A spreadsheet format enables comparison of visualizations at any level of the hierarchy. Breakdown Visualization allows users to drill-down a single hierarchy then pivot into another hierarchy within the same view. It utilizes a fix and move technique that allows users to select multiple foci for drill-down.",Nathan Conklin;Sandeep Prabhakar;Chris North 0001,N. Conklin;S. Prabhakar;C. North,"Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA;Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA;Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA",10.1109/INFVIS.2000.885086;10.1109/INFVIS.1997.636761;10.1109/INFVIS.1996.559210,,29,6,14,
InfoVis,2002,ACE: a fast multiscale eigenvectors computation for drawing huge graphs,10.1109/INFVIS.2002.1173159,http://dx.doi.org/10.1109/INFVIS.2002.1173159,137,144,C,"We present an extremely fast graph drawing algorithm for very large graphs, which we term ACE (for Algebraic multigrid Computation of Eigenvectors). ACE exhibits an improvement of something like two orders of magnitude over the fastest algorithms we are aware of; it draws graphs of millions of nodes in less than a minute. ACE finds an optimal drawing by minimizing a quadratic energy function. The minimization problem is expressed as a generalized eigenvalue problem, which is rapidly solved using a novel algebraic multigrid technique. The same generalized eigenvalue problem seems to come up also in other fields, hence ACE appears to be applicable outside of graph drawing too.",Yehuda Koren;Liran Carmel;David Harel,Yehuda Koren;L. Carmel;D. Harel,"Dept. of Comput. Sci. & Appl. Math., Weizmann Inst. of Sci., Rehovot, Israel;Dept. of Comput. Sci. & Appl. Math., Weizmann Inst. of Sci., Rehovot, Israel;Dept. of Comput. Sci. & Appl. Math., Weizmann Inst. of Sci., Rehovot, Israel",,"algebraic multigrid, multiscale/multilevel optimization, graph drawing, generalized eigenvalue problem, Fiedler vector, force directed layout, the Hall energy",199,11,22,
InfoVis,2002,Visual unrolling of network evolution and the analysis of dynamic discourse,10.1109/INFVIS.2002.1173160,http://dx.doi.org/10.1109/INFVIS.2002.1173160,145,151,C,"A new method for visualizing the class of incrementally evolving networks is presented. In addition to the intermediate states of the network it conveys the nature of the change between them by unrolling the dynamics of the network. Each modification is shown in a separate layer of a three-dimensional representation, where the stack of layers corresponds to a time line of the evolution. We focus on discourse networks as the driving application, but our method extends to any type of network evolving in similar ways.",Ulrik Brandes;Steven R. Corman,U. Brandes;S.R. Corman,"Dept. of Comput. & Inf. Sci., Konstanz Univ., Germany",10.1109/INFVIS.2001.963279,,241,19,18,
InfoVis,2002,A hybrid layout algorithm for sub-quadratic multidimensional scaling,10.1109/INFVIS.2002.1173161,http://dx.doi.org/10.1109/INFVIS.2002.1173161,152,158,C,"Many clustering and layout techniques have been used for structuring and visualising complex data. This paper is inspired by a number of such contemporary techniques and presents a novel hybrid approach based upon stochastic sampling, interpolation and spring models. We use Chalmers' 1996 O(N/sup 2/) spring model as a benchmark when evaluating our technique, comparing layout quality and run times using data sets of synthetic and real data. Our algorithm runs in O(N/spl radic/N) and executes significantly faster than Chalmers' 1996 algorithm, whilst producing superior layouts. In reducing complexity and run time, we allow the visualisation of data sets of previously infeasible size. Our results indicate that our method is a solid foundation for interactive and visual exploration of data.",Alistair Morrison;Greg Ross;Matthew Chalmers,A. Morrison;G. Ross;M. Chalmers,"Dept. of Comput. Sci., Glasgow Univ., UK;Dept. of Comput. Sci., Glasgow Univ., UK;Dept. of Comput. Sci., Glasgow Univ., UK",10.1109/VISUAL.1996.567787,,64,23,0,
InfoVis,2002,Demystifying venture capital investing,10.1109/INFVIS.2002.1173162,http://dx.doi.org/10.1109/INFVIS.2002.1173162,161,164,C,"Since the crash of the dot.coms, investors have gotten a lot more careful with where they place their money. Now more than ever it becomes really important for venture capitalists (VCs) to monitor the state of the startups market and continually update their investment strategy to suit the rapidly changing market conditions. This paper presents three new visualization metaphors (Spiral Map, TimeTicker, and Double Histogram) for monitoring the startups market. While we are focusing on the VC domain, the visual metaphors developed are general and can be easily applied to other domains.",Mei C. Chuah,Mei Chuah,"Accenture Technol. Labs., Palo Alto, CA, USA",10.1109/INFVIS.2001.963273,,3,0,7,
InfoVis,2002,Visual path analysis,10.1109/INFVIS.2002.1173163,http://dx.doi.org/10.1109/INFVIS.2002.1173163,165,168,C,"We describe a system for analyzing the flow of traffic through Web sites. We decomposed the general path analysis problem into a set of distinct subproblems, and created a visual metaphor for analyzing each of them. Our system works off of multiple representations of the clickstream, and exposes the path extraction algorithms and data to the visual metaphors as Web services. We have combined the visual metaphors into a Web-based ""path analysis portal"" that lets the user easily switch between the different modes of analysis.",Alan Keahey;Stephen G. Eick,T.A. Keahey;S.G. Eick,,10.1109/INFVIS.2001.963293,,8,3,13,
InfoVis,2002,Display design for the eye and mind,10.1109/INFVIS.2002.1173164,http://dx.doi.org/10.1109/INFVIS.2002.1173164,171,171,M,,Stephen M. Kosslyn,S.M. Kosslyn,Harvard University,,,1,0,0,
InfoVis,2003,IEEE Symposium on Information Visualization 2003 (IEEE Cat. No.03TH8714),10.1109/INFVIS.2003.1249000,http://dx.doi.org/10.1109/INFVIS.2003.1249000,,,M,The following topics are dealt with: computer displays; multiscaling; graphs; high dimensionality; occlusion; visualization evaluation; linking and design studies.,Tamara Munzner;Steven C. North,,,,,,0,0,
InfoVis,2003,Thinking with visualization,10.1109/INFVIS.2003.1249001,http://dx.doi.org/10.1109/INFVIS.2003.1249001,3,3,M,,Colin Ware,C. Ware,Data Visualization Research Lab,,,2,1,0,
InfoVis,2003,Exploding the frame: designing for wall-size computer displays,10.1109/INFVIS.2003.1249002,http://dx.doi.org/10.1109/INFVIS.2003.1249002,7,,M,"High-resolution wall-size digital displays present significant new and different visual space to show and see imagery. The author has been working with two wall-size digital displays at Princeton University for five years and directing and producing IMAX films for a decade, and he has noted some unique design considerations for creating effective visual images when they are spread across entire walls. The author suggests these ""frameless"" screens - where images are so large we need to look around to see the entire field - need different ways of thinking about image design and visualization. Presenting such things as scale and detail take on new meaning when they can be displayed life-size and not shown in the context of one or many small frames such as we see everywhere. These design ideas will be of use for pervasive computing, interface research and design, interactive design, control design, representations of massive data sets, and creating effective displays of data for research and education.",Ben Shedd,B. Shedd,"Princeton Univ., NJ, USA",,,6,0,0,
InfoVis,2003,Information esthetics: from MoMa to wall street,10.1109/INFVIS.2003.1249003,http://dx.doi.org/10.1109/INFVIS.2003.1249003,11,11,M,,W. Bradford Paley,W.B. Paley,Digital Image Design & Columbia University,,,0,0,0,
InfoVis,2003,Smooth and efficient zooming and panning,10.1109/INFVIS.2003.1249004,http://dx.doi.org/10.1109/INFVIS.2003.1249004,15,23,C,"Large 2D information spaces, such as maps, images, or abstract visualizations, require views at various level of detail: close ups to inspect details, overviews to maintain (literally) an overview. Users often switch between these views. We discuss how smooth animations from one view to another can be defined. To this end, a metric on the effect of simultaneous zooming and panning is defined, based on an estimate of the perceived velocity. Optimal is defined as smooth and efficient. Given the metric, these terms can be translated into a computational model, which is used to calculate an analytic solution for optimal animations. The model has two free parameters: animation speed and zoom/pan trade off. A user experiment to find good values for these is described.",Jarke J. van Wijk;Wim A. A. Nuij,J.J. van Wijk;W.A.A. Nuij,"Dept. of Math. & Comput. Sci., Technische Universiteit Eindvohen, Netherlands;Dept. of Math. & Comput. Sci., Technische Universiteit Eindvohen, Netherlands",10.1109/INFVIS.2003.1249030,"Navigation, zooming, panning, scrolling, scale space",140,23,11,BP
